filedFor,year_quarter,Basic Materials_w,Communication Services_w,Consumer Cyclical_w,Consumer Defensive_w,Energy_w,Financial Services_w,Healthcare_w,Industrials_w,Real Estate_w,Technology_w,Utilities_w,Basic Materials_p,Communication Services_p,Consumer Cyclical_p,Consumer Defensive_p,Energy_p,Financial Services_p,Healthcare_p,Industrials_p,Real Estate_p,Technology_p,Utilities_p,portfolio_value
2022-03-31,2022Q1,0.3105222223286139,3.8797034619477944,1.5298373455918917,11.31761937040821,9.2820311152446,27.03164094578956,1.4047228341828022,0.0035132239304167,0.1189413420505486,45.121468138525564,,553.4500122070312,235.08999633789065,1462.68994140625,791.469970703125,581.9299926757812,637.6099853515625,1594.81005859375,870.4600219726562,302.4200134277344,2794.080078125,,362601424000
2022-06-30,2022Q2,0.3593959392185478,4.193925432983249,1.192658542290682,13.397999230383116,10.915719309169084,25.57572916947865,1.330761344869975,0.0036185816326035,0.0603017957152115,42.96989065425888,,463.1600036621094,186.02999877929688,1077.780029296875,750.0499877929688,546.239990234375,523.3499755859375,1494.31005859375,738.4099731445312,255.77000427246097,2222.9599609375,,299647793000
2022-09-30,2022Q3,0.3010302323790157,3.756679842974199,1.2787416604858488,12.195609545821553,12.250993173209787,24.24434649277434,1.4166116874583905,0.1051067598680279,,44.45088060502883,,427.7699890136719,162.00999450683594,1122.31005859375,695.780029296875,552.5599975585938,504.3900146484375,1411.3599853515625,700.5999755859375,,2079.85009765625,,291405615000
2022-12-31,2022Q4,0.3320213387754024,3.5533149696001916,1.1843657278377355,13.717349034225071,13.877482880515265,24.66275323732427,1.2789636638353097,0.1429343860772579,,41.250814761809494,,489.5499877929687,159.3699951171875,1005.47998046875,779.1300048828125,672.3400268554688,569.739990234375,1585.5400390625,831.4000244140625,,2172.169921875,,299007622119
2023-03-31,2023Q1,0.2953788983066128,3.3338322577455193,0.9309206119305056,12.303961923749313,10.710714299651292,22.45161886710291,1.1669074513026338,0.1210141282700941,,48.68565156194112,,507.9200134277344,191.52999877929688,1163.97998046875,780.3800048828125,634.9000244140625,535.280029296875,1510.72998046875,856.5900268554688,,2638.97998046875,,325108752692
2023-06-30,2023Q2,0.1782104955859393,2.16957937292293,1.0152204707791417,10.95009050759224,9.348737249805994,21.875602506839662,1.057072471890699,0.154762758986712,,53.25072416559669,,521.9299926757812,216.0800018310547,1330.5400390625,778.8200073242188,623.5599975585938,561.1099853515625,1548.6199951171875,908.0900268554688,,3085.840087890625,,348194055552
2023-09-30,2023Q3,,2.008273759093116,0.770660909349661,11.308948656603803,10.51954024026382,22.42119477117303,1.0833737920548143,0.1236287889217485,,51.76437908254,,,222.2100067138672,1264.0,727.3599853515625,694.1900024414062,552.1599731445312,1501.219970703125,857.5700073242188,,2905.56005859375,,314952628264
2023-12-31,2023Q4,,1.8288047631216555,0.6112230618183646,10.77936258380316,9.480047520254816,25.24782827884198,1.0745565971965982,0.1417987915948997,,50.836378403368535,,,243.7599945068359,1405.010009765625,771.02001953125,647.6699829101562,628.7899780273438,1618.4000244140625,955.5800170898438,,3309.489990234375,,351900674461
2024-03-31,2024Q1,,1.9181831924770472,0.7648669799507667,11.872362541543607,10.70837930548366,31.225625563884208,1.5023478453569563,0.1669178288589748,,41.84131674244478,,,288.42999267578125,1476.469970703125,807.989990234375,726.9500122070312,696.9400024414062,1708.8499755859375,1058.31005859375,,3829.659912109375,,331680406332
2024-06-30,2024Q2,,2.100414319634924,0.9643309976487132,13.743364439982397,12.37402943599428,37.88392389122557,1.786541374658091,0.2416178567513473,,30.90577768410467,,,310.489990234375,1503.0699462890625,814.3400268554688,698.3599853515625,685.760009765625,1690.81005859375,1020.6199951171876,,4397.509765625,,279969062343
2024-09-30,2024Q3,,2.183758996307775,0.9601103113537316,16.170199972168927,11.496775094112644,39.435030940003806,2.2213271317010186,0.3780740723451772,,27.15472348200693,,,314.6000061035156,1605.4100341796875,887.780029296875,676.469970703125,754.1599731445312,1796.47998046875,1147.06005859375,,4403.72021484375,,266378900503
2024-12-31,2024Q4,,2.2680901823168305,1.2369453656962563,14.684609369284892,11.315636386902812,38.9585960143157,2.020429647658875,0.3690578646006429,,29.146635169223984,,,341.6600036621094,1831.1600341796875,853.6500244140625,654.8499755859375,804.4400024414062,1604.75,1115.6500244140625,,4609.52001953125,,267175474249
