filedFor,ticker,value
2018-06-30,COST,905586000
2018-06-30,DAL,3154005000
2018-06-30,DVA,2677993000
2018-06-30,GL,517257000
2018-06-30,GM,2024908000
2018-06-30,GS,2923543000
2018-06-30,JNJ,39690000
2018-06-30,KHC,20456379000
2018-06-30,KO,17544001000
2018-06-30,LBTYA,545044000
2018-06-30,LBTYK,195503000
2018-06-30,LILA,51908000
2018-06-30,LILAK,24884000
2018-06-30,LSXMA,669460000
2018-06-30,LSXMK,1410288000
2018-06-30,LUV,2877132000
2018-06-30,MA,969778000
2018-06-30,MCO,4207677000
2018-06-30,MDLZ,23698000
2018-06-30,MTB,915754000
2018-06-30,PG,24620000
2018-06-30,PSX,3900471000
2018-06-30,QSR,508825000
2018-06-30,SIRI,933690000
2018-06-30,STOR,510234000
2018-06-30,SYF,694404000
2018-06-30,TEVA,1051823000
2018-06-30,UAL,1860714000
2018-06-30,UPS,6310000
2018-06-30,USB,5036709000
2018-06-30,USG,1681767000
2018-06-30,V,1398998000
2018-06-30,VRSN,1779966000
2018-06-30,VZ,47000
2018-06-30,WFC,25059643000
2018-06-30,WMT,119354000
2018-09-30,AAL,1806121000
2018-09-30,AAPL,56994561000
2018-09-30,AXP,16145025000
2018-09-30,AXTA,707538000
2018-09-30,BAC,25843745000
2018-09-30,BK,3969546000
2018-09-30,CHTR,2392280000
2018-09-30,COST,1017820000
2018-09-30,DAL,3789889000
2018-09-30,DVA,2762452000
2018-09-30,GL,550804000
2018-09-30,GM,1766376000
2018-09-30,GS,4115619000
2018-09-30,JNJ,45195000
2018-09-30,JPM,4024412000
2018-09-30,KHC,17945735000
2018-09-30,KO,18476000000
2018-09-30,LBTYA,572553000
2018-09-30,LBTYK,206891000
2018-09-30,LILA,56578000
2018-09-30,LILAK,26489000
2018-09-30,LSXMA,645535000
2018-09-30,LSXMK,1350903000
2018-09-30,LUV,3500160000
2018-09-30,MA,1098526000
2018-09-30,MCO,4124787000
2018-09-30,MDLZ,24831000
2018-09-30,MTB,885561000
2018-09-30,ORCL,2134832000
2018-09-30,PG,26251000
2018-09-30,PNC,829032000
2018-09-30,PSX,1739611000
2018-09-30,QSR,500218000
2018-09-30,SIRI,871627000
2018-09-30,STOR,517496000
2018-09-30,SYF,646557000
2018-09-30,TEVA,931589000
2018-09-30,TRV,459652000
2018-09-30,UAL,2314183000
2018-09-30,UPS,6935000
2018-09-30,USB,6597189000
2018-09-30,USG,1689178000
2018-09-30,V,1585320000
2018-09-30,VRSN,2073994000
2018-09-30,VZ,50000
2018-09-30,WFC,23250531000
2018-12-31,AAL,1403208000
2018-12-31,AAPL,39370221000
2018-12-31,AXP,14451533000
2018-12-31,AXTA,568263000
2018-12-31,BAC,22081569000
2018-12-31,BK,3809716000
2018-12-31,CHTR,2004336000
2018-12-31,COST,882749000
2018-12-31,DAL,3270197000
2018-12-31,DVA,1984584000
2018-12-31,GL,473544000
2018-12-31,GM,2417421000
2018-12-31,GS,3065974000
2018-12-31,JNJ,42212000
2018-12-31,JPM,4892364000
2018-12-31,KHC,14015323000
2018-12-31,KO,18939999000
2018-12-31,LBTYA,422340000
2018-12-31,LBTYK,151641000
2018-12-31,LILA,39311000
2018-12-31,LILAK,18708000
2018-12-31,LSXMA,546862000
2018-12-31,LSXMK,1149744000
2018-12-31,LUV,2549307000
2018-12-31,MA,930942000
2018-12-31,MCO,3454756000
2018-12-31,MDLZ,23137000
2018-12-31,MTB,770331000
2018-12-31,PG,28992000
2018-12-31,PNC,966034000
2018-12-31,PSX,1024826000
2018-12-31,QSR,441319000
2018-12-31,RHT,733436000
2018-12-31,SIRI,787499000
2018-12-31,STOR,527180000
2018-12-31,SYF,488038000
2018-12-31,TEVA,666905000
2018-12-31,TRV,713517000
2018-12-31,UAL,1836922000
2018-12-31,UPS,5793000
2018-12-31,USB,5909415000
2018-12-31,USG,1663826000
2018-12-31,V,1393611000
2018-12-31,VRSN,1920763000
2018-12-31,VZ,52000
2018-12-31,WFC,19665511000
2019-03-31,AAL,1387912000
2019-03-31,AAPL,47409494000
2019-03-31,AMZN,860637000
2019-03-31,AXP,16571049000
2019-03-31,AXTA,611696000
2019-03-31,BAC,24725263000
2019-03-31,BK,4081666000
2019-03-31,CHTR,1981103000
2019-03-31,COST,1049281000
2019-03-31,DAL,3662525000
2019-03-31,DVA,2093725000
2019-03-31,GL,520688000
2019-03-31,GM,2681205000
2019-03-31,GS,3523714000
2019-03-31,JNJ,45725000
2019-03-31,JPM,6024697000
2019-03-31,KHC,10631977000
2019-03-31,KO,18744001000
2019-03-31,LBTYA,493192000
2019-03-31,LBTYK,177870000
2019-03-31,LILA,52505000
2019-03-31,LILAK,24974000
2019-03-31,LSXMA,567369000
2019-03-31,LSXMK,1188920000
2019-03-31,LUV,2784931000
2019-03-31,MA,1161888000
2019-03-31,MCO,4467450000
2019-03-31,MDLZ,28854000
2019-03-31,MTB,845088000
2019-03-31,PG,32817000
2019-03-31,PNC,1063591000
2019-03-31,PSX,528452000
2019-03-31,QSR,549413000
2019-03-31,RHT,933683000
2019-03-31,SIRI,781982000
2019-03-31,STOR,623826000
2019-03-31,SYF,663616000
2019-03-31,TEVA,678149000
2019-03-31,TRV,817253000
2019-03-31,UAL,1750265000
2019-03-31,UPS,6637000
2019-03-31,USB,6231393000
2019-03-31,USG,1688787000
2019-03-31,V,1649750000
2019-03-31,VRSN,2351700000
2019-03-31,WFC,19801718000
2019-06-30,AAL,1425057000
2019-06-30,AAPL,49398720000
2019-06-30,AMZN,1017447000
2019-06-30,AXP,18714825000
2019-06-30,AXTA,722339000
2019-06-30,BAC,26890210000
2019-06-30,BK,3573379000
2019-06-30,CHTR,2144487000
2019-06-30,COST,1145135000
2019-06-30,DAL,4024169000
2019-06-30,DVA,2169698000
2019-06-30,GL,568405000
2019-06-30,GM,2784551000
2019-06-30,GS,3755154000
2019-06-30,JNJ,45558000
2019-06-30,JPM,6653769000
2019-06-30,KHC,10107705000
2019-06-30,KO,20368000000
2019-06-30,LBTYA,534159000
2019-06-30,LBTYK,194915000
2019-06-30,LILA,46777000
2019-06-30,LILAK,22072000
2019-06-30,LSXMA,561871000
2019-06-30,LSXMK,1180836000
2019-06-30,LUV,2724307000
2019-06-30,MA,1305391000
2019-06-30,MCO,4818254000
2019-06-30,MDLZ,31154000
2019-06-30,MTB,915324000
2019-06-30,PG,34584000
2019-06-30,PNC,1190362000
2019-06-30,PSX,519401000
2019-06-30,QSR,586794000
2019-06-30,RHT,971074000
2019-06-30,SIRI,769570000
2019-06-30,STOR,618053000
2019-06-30,SYF,721240000
2019-06-30,TEVA,399191000
2019-06-30,TRV,890899000
2019-06-30,UAL,1920728000
2019-06-30,UPS,6134000
2019-06-30,USB,6940884000
2019-06-30,V,1833115000
2019-06-30,VRSN,2709196000
2019-06-30,WFC,19391913000
2019-09-30,AAL,1178589000
2019-09-30,AAPL,55732400000
2019-09-30,AMZN,932705000
2019-09-30,AXP,17932512000
2019-09-30,AXTA,731560000
2019-09-30,BAC,27047843000
2019-09-30,BK,3659172000
2019-09-30,CHTR,2236414000
2019-09-30,COST,1248485000
2019-09-30,DAL,4084442000
2019-09-30,DVA,2200937000
2019-09-30,GL,608433000
2019-09-30,GM,2708669000
2019-09-30,GS,3803424000
2019-09-30,JNJ,42320000
2019-09-30,JPM,7004312000
2019-09-30,KHC,9096609000
2019-09-30,KO,21776000000
2019-09-30,LBTYA,489827000
2019-09-30,LBTYK,174784000
2019-09-30,LILA,46343000
2019-09-30,LILAK,21950000
2019-09-30,LSXMA,617744000
2019-09-30,LSXMK,1304578000
2019-09-30,LUV,2897595000
2019-09-30,MA,1340132000
2019-09-30,MCO,5053111000
2019-09-30,MDLZ,31975000
2019-09-30,MTB,850202000
2019-09-30,OXY,332079000
2019-09-30,PG,39229000
2019-09-30,PNC,1215335000
2019-09-30,PSX,530702000
2019-09-30,QSR,600295000
2019-09-30,RH,206336000
2019-09-30,SIRI,852404000
2019-09-30,STOR,696637000
2019-09-30,SYF,709175000
2019-09-30,TEVA,297555000
2019-09-30,TRV,885953000
2019-09-30,UAL,1939595000
2019-09-30,UPS,7117000
2019-09-30,USB,7330315000
2019-09-30,V,1816849000
2019-09-30,VRSN,2443276000
2019-09-30,WFC,19084935000
2019-12-31,AAL,1218900000
2019-12-31,AAPL,71989933000
2019-12-31,AMZN,992844000
2019-12-31,AXP,18874016000
2019-12-31,AXTA,737626000
2019-12-31,BAC,32578803000
2019-12-31,BIIB,192414000
2019-12-31,BK,4014575000
2019-12-31,CHTR,2632339000
2019-12-31,COST,1273662000
2019-12-31,DAL,4146844000
2019-12-31,DVA,2893575000
2019-12-31,GL,668730000
2019-12-31,GM,2745000000
2019-12-31,GS,2760252000
2019-12-31,JNJ,47714000
2019-12-31,JPM,8296382000
2019-12-31,KHC,10462647000
2019-12-31,KO,22140000000
2019-12-31,KR,549073000
2019-12-31,LBTYA,450047000
2019-12-31,LBTYK,160127000
2019-12-31,LILA,52397000
2019-12-31,LILAK,24987000
2019-12-31,LSXMA,718350000
2019-12-31,LSXMK,1496721000
2019-12-31,LUV,2895985000
2019-12-31,MA,1473469000
2019-12-31,MCO,5856852000
2019-12-31,MDLZ,31836000
2019-12-31,MTB,913602000
2019-12-31,OXY,780231000
2019-12-31,PG,39393000
2019-12-31,PNC,1384160000
2019-12-31,PSX,25339000
2019-12-31,QSR,538106000
2019-12-31,RH,364732000
2019-12-31,SIRI,974372000
2019-12-31,SPY,12681000
2019-12-31,STOR,693471000
2019-12-31,SYF,749116000
2019-12-31,TEVA,423843000
2019-12-31,TRV,42780000
2019-12-31,UAL,1932575000
2019-12-31,UPS,6953000
2019-12-31,USB,7853532000
2019-12-31,V,1984686000
2019-12-31,VOO,12719000
2019-12-31,VRSN,2495735000
2019-12-31,WFC,17388855000
2020-03-31,AAL,510871000
2020-03-31,AAPL,62340609000
2020-03-31,AMZN,1039786000
2020-03-31,AXP,12979391000
2020-03-31,AXTA,415689000
2020-03-31,BAC,19637932000
2020-03-31,BIIB,203440000
2020-03-31,BK,2686487000
2020-03-31,CHTR,2367684000
2020-03-31,COST,1235572000
2020-03-31,DAL,2050935000
2020-03-31,DVA,2897549000
2020-03-31,GL,457278000
2020-03-31,GM,1551872000
2020-03-31,GS,296841000
2020-03-31,JNJ,42893000
2020-03-31,JPM,5196030000
2020-03-31,KHC,8056205000
2020-03-31,KO,17700001000
2020-03-31,KR,570475000
2020-03-31,LBTYA,318808000
2020-03-31,LBTYK,115421000
2020-03-31,LILA,27676000
2020-03-31,LILAK,13174000
2020-03-31,LSXMA,470925000
2020-03-31,LSXMK,975508000
2020-03-31,LUV,1910218000
2020-03-31,MA,1192040000
2020-03-31,MCO,5217658000
2020-03-31,MDLZ,28946000
2020-03-31,MTB,556665000
2020-03-31,OXY,219245000
2020-03-31,PG,34694000
2020-03-31,PNC,880431000
2020-03-31,QSR,337782000
2020-03-31,RH,171638000
2020-03-31,SIRI,654149000
2020-03-31,SPY,10155000
2020-03-31,STOR,337425000
2020-03-31,SYF,323860000
2020-03-31,TEVA,384248000
2020-03-31,UAL,699073000
2020-03-31,UPS,5549000
2020-03-31,USB,4563233000
2020-03-31,V,1701823000
2020-03-31,VOO,10183000
2020-03-31,VRSN,2307964000
2020-03-31,WFC,9276210000
2020-06-30,AAPL,89432750000
2020-06-30,AMZN,1471279000
2020-06-30,AXP,14433339000
2020-06-30,AXTA,542779000
2020-06-30,BAC,21968954000
2020-06-30,BIIB,172041000
2020-06-30,BK,2796615000
2020-06-30,CHTR,2659074000
2020-06-30,COST,1313919000
2020-06-30,DVA,3014883000
2020-06-30,GL,471636000
2020-06-30,GM,1889429000
2020-06-30,GOLD,563550000
2020-06-30,JNJ,46000000
2020-06-30,JPM,2088925000
2020-06-30,KHC,10384494000
2020-06-30,KO,17871999000
2020-06-30,KR,742672000
2020-06-30,LBTYA,422117000
2020-06-30,LBTYK,158033000
2020-06-30,LILA,25572000
2020-06-30,LILAK,12121000
2020-06-30,LSXMA,512980000
2020-06-30,LSXMK,1488525000
2020-06-30,MA,1349798000
2020-06-30,MCO,6777528000
2020-06-30,MDLZ,29553000
2020-06-30,MTB,471626000
2020-06-30,PG,37712000
2020-06-30,PNC,562935000
2020-06-30,RH,425208000
2020-06-30,SIRI,293500000
2020-06-30,SPY,12149000
2020-06-30,STOR,581325000
2020-06-30,SYF,446036000
2020-06-30,TEVA,527592000
2020-06-30,UPS,6604000
2020-06-30,USB,4858836000
2020-06-30,V,1929278000
2020-06-30,VOO,12187000
2020-06-30,VRSN,2650654000
2020-06-30,WFC,6082118000
2020-09-30,AAPL,109358868000
2020-09-30,ABBV,1862541000
2020-09-30,AMZN,1679217000
2020-09-30,AXP,15198971000
2020-09-30,AXTA,519222000
2020-09-30,BAC,24333323000
2020-09-30,BIIB,182412000
2020-09-30,BK,2484755000
2020-09-30,BMY,1806963000
2020-09-30,CHTR,3254972000
2020-09-30,CVX,3187639000
2020-09-30,DVA,3091586000
2020-09-30,GL,507663000
2020-09-30,GM,2367201000
2020-09-30,GOLD,337320000
2020-09-30,JNJ,48699000
2020-09-30,JPM,93119000
2020-09-30,KHC,9752763000
2020-09-30,KO,19748000000
2020-09-30,KR,847019000
2020-09-30,LBTYA,378390000
2020-09-30,LBTYK,150870000
2020-09-30,LILA,21704000
2020-09-30,LILAK,11642000
2020-09-30,LSXMA,492918000
2020-09-30,LSXMK,1429330000
2020-09-30,MA,1543664000
2020-09-30,MCO,7150535000
2020-09-30,MDLZ,33206000
2020-09-30,MMC,386138000
2020-09-30,MRK,1858337000
2020-09-30,MTB,268867000
2020-09-30,PFE,136222000
2020-09-30,PG,43837000
2020-09-30,PNC,211008000
2020-09-30,RH,653648000
2020-09-30,SIRI,268000000
2020-09-30,SNOW,1537469000
2020-09-30,SPY,13195000
2020-09-30,STOR,669708000
2020-09-30,SYF,526750000
2020-09-30,TEVA,385531000
2020-09-30,TMUS,275968000
2020-09-30,UPS,9898000
2020-09-30,USB,4730833000
2020-09-30,V,1997192000
2020-09-30,VOO,13229000
2020-09-30,VRSN,2625279000
2020-09-30,VZ,3471109000
2020-09-30,WFC,2994716000
2020-12-31,AAPL,117714016000
2020-12-31,ABBV,2735870000
2020-12-31,AMZN,1736921000
2020-12-31,AXP,18331249000
2020-12-31,AXTA,668641000
2020-12-31,BAC,30616150000
2020-12-31,BIIB,157450000
2020-12-31,BK,3070849000
2020-12-31,BMY,2067833000
2020-12-31,CHTR,3448965000
2020-12-31,CVX,4095738000
2020-12-31,DVA,4237620000
2020-12-31,GL,603350000
2020-12-31,GM,3018899000
2020-12-31,JNJ,51479000
2020-12-31,KHC,11286503000
2020-12-31,KO,21935999000
2020-12-31,KR,1065040000
2020-12-31,LBTYA,436202000
2020-12-31,LBTYK,173756000
2020-12-31,LILA,29280000
2020-12-31,LILAK,14240000
2020-12-31,LSXMA,641819000
2020-12-31,LSXMK,1879993000
2020-12-31,MA,1629344000
2020-12-31,MCO,7160156000
2020-12-31,MDLZ,33796000
2020-12-31,MMC,499336000
2020-12-31,MRK,2347450000
2020-12-31,PG,43885000
2020-12-31,RH,775350000
2020-12-31,SIRI,318500000
2020-12-31,SNOW,1723681000
2020-12-31,SPY,14731000
2020-12-31,STOR,829627000
2020-12-31,SYF,698642000
2020-12-31,TEVA,412916000
2020-12-31,TMUS,706884000
2020-12-31,UPS,10003000
2020-12-31,USB,6109721000
2020-12-31,V,2184557000
2020-12-31,VOO,14779000
2020-12-31,VRSN,2773299000
2020-12-31,VZ,8619594000
2020-12-31,WFC,1582152000
2021-03-31,AAPL,108363609000
2021-03-31,ABBV,2474794000
2021-03-31,AMZN,1650073000
2021-03-31,AON,942564000
2021-03-31,AXP,21443817000
2021-03-31,AXTA,410779000
2021-03-31,BAC,39080793000
2021-03-31,BIIB,179885000
2021-03-31,BK,3421785000
2021-03-31,BMY,1959064000
2021-03-31,CHTR,3216810000
2021-03-31,CVX,2480617000
2021-03-31,DVA,3890020000
2021-03-31,GL,613961000
2021-03-31,GM,3849820000
2021-03-31,JNJ,53759000
2021-03-31,KHC,13025393000
2021-03-31,KO,21083999000
2021-03-31,KR,1837660000
2021-03-31,LBTYA,86213000
2021-03-31,LBTYK,187642000
2021-03-31,LILA,33753000
2021-03-31,LILAK,16667000
2021-03-31,LSXMA,655045000
2021-03-31,LSXMK,1905918000
2021-03-31,MA,1625281000
2021-03-31,MCO,7366643000
2021-03-31,MDLZ,33830000
2021-03-31,MMC,644021000
2021-03-31,MRK,1378553000
2021-03-31,PG,42715000
2021-03-31,RH,1047897000
2021-03-31,SIRI,265882000
2021-03-31,SNOW,1404426000
2021-03-31,SPY,15615000
2021-03-31,STOR,817909000
2021-03-31,TEVA,493789000
2021-03-31,TMUS,656770000
2021-03-31,UPS,10097000
2021-03-31,USB,7172993000
2021-03-31,V,2114645000
2021-03-31,VOO,15665000
2021-03-31,VRSN,2547231000
2021-03-31,VZ,9235649000
2021-03-31,WFC,26374000
2021-06-30,AAPL,121502087000
2021-06-30,ABBV,2312258000
2021-06-30,AMZN,1834637000
2021-06-30,AON,1049589000
2021-06-30,AXP,25050635000
2021-06-30,BAC,41646448000
2021-06-30,BK,3706871000
2021-06-30,BMY,1756983000
2021-06-30,CHTR,3761251000
2021-06-30,CVX,2421999000
2021-06-30,DVA,4346990000
2021-06-30,GL,605193000
2021-06-30,GM,3550200000
2021-06-30,JNJ,53886000
2021-06-30,KHC,13279388000
2021-06-30,KO,21644001000
2021-06-30,KR,2367094000
2021-06-30,LBTYK,50741000
2021-06-30,LILA,36463000
2021-06-30,LILAK,18105000
2021-06-30,LSXMA,692195000
2021-06-30,LSXMK,2004432000
2021-06-30,MA,1666547000
2021-06-30,MCO,8939587000
2021-06-30,MDLZ,36090000
2021-06-30,MMC,590391000
2021-06-30,MRK,712155000
2021-06-30,OGN,46918000
2021-06-30,PG,42557000
2021-06-30,RH,1216746000
2021-06-30,SIRI,285529000
2021-06-30,SNOW,1481116000
2021-06-30,SPY,16866000
2021-06-30,STOR,842568000
2021-06-30,TEVA,423615000
2021-06-30,TMUS,759199000
2021-06-30,UPS,12353000
2021-06-30,USB,7342802000
2021-06-30,V,2335268000
2021-06-30,VOO,16921000
2021-06-30,VRSN,2917987000
2021-06-30,VZ,8898941000
2021-06-30,WFC,30573000
2021-09-30,AAPL,125529681000
2021-09-30,ABBV,1553165000
2021-09-30,AMZN,1751912000
2021-09-30,AON,1256244000
2021-09-30,AXP,25399340000
2021-09-30,BAC,42878771000
2021-09-30,BK,3751012000
2021-09-30,BMY,1304517000
2021-09-30,CHTR,3056207000
2021-09-30,CVX,2911972000
2021-09-30,DVA,4196471000
2021-09-30,FND,98669000
2021-09-30,GL,565672000
2021-09-30,GM,3162600000
2021-09-30,JNJ,52827000
2021-09-30,KHC,11989874000
2021-09-30,KO,20988000000
2021-09-30,KR,2498086000
2021-09-30,LILA,34410000
2021-09-30,LILAK,16846000
2021-09-30,LSXMA,700963000
2021-09-30,LSXMK,2051097000
2021-09-30,MA,1491077000
2021-09-30,MCO,8760485000
2021-09-30,MDLZ,33628000
2021-09-30,MMC,415184000
2021-09-30,PG,44093000
2021-09-30,RH,1195081000
2021-09-30,RPRX,475093000
2021-09-30,SIRI,266319000
2021-09-30,SNOW,1852497000
2021-09-30,SPY,16908000
2021-09-30,STOR,782018000
2021-09-30,TEVA,416768000
2021-09-30,TMUS,669718000
2021-09-30,UPS,10817000
2021-09-30,USB,7514279000
2021-09-30,V,2130038000
2021-09-30,VOO,16959000
2021-09-30,VRSN,2627329000
2021-09-30,VZ,8578115000
2021-09-30,WFC,31329000
2021-12-31,AAPL,157528660000
2021-12-31,ABBV,410744000
2021-12-31,AMZN,1778204000
2021-12-31,AON,1321261000
2021-12-31,ATVI,975205000
2021-12-31,AXP,24803511000
2021-12-31,BAC,44939376000
2021-12-31,BK,4202522000
2021-12-31,BMY,324387000
2021-12-31,CHTR,2496355000
2021-12-31,CVX,4488055000
2021-12-31,DVA,4106232000
2021-12-31,FND,109691000
2021-12-31,FWONK,133989000
2021-12-31,GL,595471000
2021-12-31,GM,3517800000
2021-12-31,JNJ,55957000
2021-12-31,KHC,11690290000
2021-12-31,KO,23684001000
2021-12-31,KR,2779549000
2021-12-31,LILA,30675000
2021-12-31,LILAK,14638000
2021-12-31,LSXMA,1027561000
2021-12-31,LSXMK,2197142000
2021-12-31,MA,1432482000
2021-12-31,MCO,9635522000
2021-12-31,MDLZ,38327000
2021-12-31,MMC,70382000
2021-12-31,PG,51593000
2021-12-31,RH,973561000
2021-12-31,RPRX,344633000
2021-12-31,SNOW,2074971000
2021-12-31,SPY,18713000
2021-12-31,STOR,839882000
2021-12-31,TMUS,607968000
2021-12-31,UPS,12732000
2021-12-31,USB,7100894000
2021-12-31,V,1798143000
2021-12-31,VOO,18773000
2021-12-31,VRSN,3252859000
2021-12-31,VZ,8252525000
2021-12-31,WFC,32389000
2022-03-31,AAPL,155564138000
2022-03-31,ALLY,389990000
2022-03-31,AMZN,1738531000
2022-03-31,AON,1431470000
2022-03-31,ATVI,5152292000
2022-03-31,AXP,28351201000
2022-03-31,BAC,41636348000
2022-03-31,BK,3591100000
2022-03-31,C,2945319000
2022-03-31,CE,1125958000
2022-03-31,CHTR,2088764000
2022-03-31,CVX,25918973000
2022-03-31,DVA,4082770000
2022-03-31,FND,387180000
2022-03-31,FWONK,539336000
2022-03-31,GL,639185000
2022-03-31,GM,2713886000
2022-03-31,HPQ,3792480000
2022-03-31,JNJ,57972000
2022-03-31,KHC,12826755000
2022-03-31,KO,24799999000
2022-03-31,KR,3326615000
2022-03-31,LILA,25518000
2022-03-31,LILAK,12314000
2022-03-31,LSXMA,923692000
2022-03-31,LSXMK,1975915000
2022-03-31,MA,1424748000
2022-03-31,MCK,894504000
2022-03-31,MCO,8323829000
2022-03-31,MDLZ,36287000
2022-03-31,MKL,620034000
2022-03-31,MMC,69005000
2022-03-31,OXY,7737804000
2022-03-31,PARA,2606915000
2022-03-31,PG,48193000
2022-03-31,RH,707615000
2022-03-31,RPRX,58299000
2022-03-31,SNOW,1403507000
2022-03-31,SPY,17795000
2022-03-31,STOR,431283000
2022-03-31,TMUS,672811000
2022-03-31,UPS,12739000
2022-03-31,USB,6719111000
2022-03-31,V,1840128000
2022-03-31,VOO,17852000
2022-03-31,VRSN,2850961000
2022-03-31,VZ,70303000
2022-06-30,AAPL,122337373000
2022-06-30,ALLY,1005300000
2022-06-30,AMZN,1132836000
2022-06-30,AON,1185514000
2022-06-30,ATVI,5325713000
2022-06-30,AXP,21016276000
2022-06-30,BAC,31444432000
2022-06-30,BK,3018027000
2022-06-30,C,2536616000
2022-06-30,CE,1076922000
2022-06-30,CHTR,1793974000
2022-06-30,CVX,23373304000
2022-06-30,DVA,2886202000
2022-06-30,FND,300949000
2022-06-30,FWONK,490143000
2022-06-30,GL,619297000
2022-06-30,GM,1679385000
2022-06-30,HPQ,3424725000
2022-06-30,JNJ,58064000
2022-06-30,KHC,12419712000
2022-06-30,KO,25164000000
2022-06-30,KR,2481858000
2022-06-30,LILA,20520000
2022-06-30,LILAK,10003000
2022-06-30,LSXMA,728285000
2022-06-30,LSXMK,1557660000
2022-06-30,MA,1257708000
2022-06-30,MCK,1043331000
2022-06-30,MCO,6709439000
2022-06-30,MDLZ,35888000
2022-06-30,MKL,604738000
2022-06-30,MMC,62862000
2022-06-30,OXY,9335408000
2022-06-30,PARA,1935448000
2022-06-30,PG,45351000
2022-06-30,RH,460605000
2022-06-30,SNOW,851795000
2022-06-30,SPY,14864000
2022-06-30,STOR,180693000
2022-06-30,TMUS,705259000
2022-06-30,UPS,10843000
2022-06-30,USB,5513432000
2022-06-30,V,1633687000
2022-06-30,VOO,14916000
2022-06-30,VRSN,2144436000
2022-09-30,AAPL,123661679000
2022-09-30,ALLY,834901000
2022-09-30,AMZN,1205258000
2022-09-30,AON,1177556000
2022-09-30,ATVI,4470946000
2022-09-30,AXP,20453800000
2022-09-30,BAC,30505039000
2022-09-30,BK,2396364000
2022-09-30,C,2298341000
2022-09-30,CE,877219000
2022-09-30,CHTR,1161509000
2022-09-30,CVX,23757173000
2022-09-30,DVA,2987630000
2022-09-30,FND,335843000
2022-09-30,FWONK,451764000
2022-09-30,GL,633467000
2022-09-30,GM,1604500000
2022-09-30,HPQ,2603542000
2022-09-30,JEF,12790000
2022-09-30,JNJ,53435000
2022-09-30,KHC,10859921000
2022-09-30,KO,22407999000
2022-09-30,KR,2199260000
2022-09-30,LILA,16285000
2022-09-30,LILAK,7897000
2022-09-30,LPX,296692000
2022-09-30,LSXMA,769307000
2022-09-30,LSXMK,1629386000
2022-09-30,MA,1133563000
2022-09-30,MCK,1087021000
2022-09-30,MCO,5997470000
2022-09-30,MDLZ,31692000
2022-09-30,MKL,506993000
2022-09-30,MMC,60449000
2022-09-30,OXY,11942909000
2022-09-30,PARA,1736763000
2022-09-30,PG,39819000
2022-09-30,RH,580724000
2022-09-30,SNOW,1041069000
2022-09-30,SPY,14073000
2022-09-30,TMUS,703319000
2022-09-30,UPS,9595000
2022-09-30,USB,3136420000
2022-09-30,V,1474044000
2022-09-30,VOO,14117000
2022-09-30,VRSN,2226072000
2022-12-31,AAPL,116305043218
2022-12-31,ALLY,728610001
2022-12-31,AMZN,895944000
2022-12-31,AON,1319415440
2022-12-31,ATVI,4035492091
2022-12-31,AXP,22400480926
2022-12-31,BAC,33454532071
2022-12-31,BK,1141180346
2022-12-31,C,2494696699
2022-12-31,CE,992769110
2022-12-31,CHTR,1298393893
2022-12-31,CVX,29252521137
2022-12-31,DVA,2695256212
2022-12-31,FND,332831400
2022-12-31,FWONK,461648121
2022-12-31,GL,765941790
2022-12-31,GM,1682000000
2022-12-31,HPQ,2807271061
2022-12-31,JEF,14862368
2022-12-31,JNJ,57782215
2022-12-31,KHC,13256593441
2022-12-31,KO,25444000000
2022-12-31,KR,2229000000
2022-12-31,LILA,19809864
2022-12-31,LILAK,9758552
2022-12-31,LPX,417058613
2022-12-31,LSXMA,794363900
2022-12-31,LSXMK,1690740426
2022-12-31,MA,1386277109
2022-12-31,MCK,1071160412
2022-12-31,MCO,6873493546
2022-12-31,MDLZ,38523700
2022-12-31,MKL,616072818
2022-12-31,MMC,67004672
2022-12-31,NU,435973451
2022-12-31,OXY,12242210434
2022-12-31,PARA,1580595750
2022-12-31,PG,47802024
2022-12-31,RH,630568400
2022-12-31,SNOW,879236471
2022-12-31,SPY,15067742
2022-12-31,STNE,100965029
2022-12-31,TMUS,733880000
2022-12-31,TSM,617725010
2022-12-31,UPS,10326096
2022-12-31,USB,290915115
2022-12-31,V,1723880290
2022-12-31,VOO,15107620
2022-12-31,VRSN,2632839535
2023-03-31,AAPL,150975906991
2023-03-31,ALLY,739210001
2023-03-31,AMZN,1089812790
2023-03-31,AON,1366782150
2023-03-31,ATVI,4231550856
2023-03-31,AXP,25008184965
2023-03-31,BAC,29539567372
2023-03-31,C,2590428532
2023-03-31,CE,960302652
2023-03-31,CHTR,1369267591
2023-03-31,COF,954099520
2023-03-31,CVX,21603623200
2023-03-31,DEO,41263745
2023-03-31,DVA,2927711683
2023-03-31,FND,469491600
2023-03-31,FWONK,577871009
2023-03-31,GL,699037045
2023-03-31,GM,1467200000
2023-03-31,HPQ,3549965209
2023-03-31,JEF,13761131
2023-03-31,JNJ,50700500
2023-03-31,KHC,12592298412
2023-03-31,KO,24812000000
2023-03-31,KR,2468499999
2023-03-31,LILA,21861881
2023-03-31,LILAK,10606005
2023-03-31,LPX,381904517
2023-03-31,LSXMA,567633731
2023-03-31,LSXMK,1209400065
2023-03-31,MA,1448787750
2023-03-31,MCK,815306077
2023-03-31,MCO,7549445464
2023-03-31,MDLZ,40298160
2023-03-31,MKL,602504481
